passenger_count,trip_distance,PULocationID,DOLocationID,trip_duration,fare_amount
1,1.53,95,135,13.416666666666666,10.5
1,25.77,97,86,68.53333333333333,75.5
1,1.55,43,238,9.366666666666667,8.0
1,13.26,213,90,63.833333333333336,54.0
1,2.6,74,239,8.95,10.0
5,2.04,95,28,12.433333333333334,9.5
1,5.4,75,243,32.63333333333333,23.0
1,12.42,7,229,61.13333333333333,46.0
1,0.74,75,75,4.7,5.0
1,1.75,41,75,9.883333333333333,8.5
5,1.26,260,226,6.15,6.5
1,2.24,83,7,12.75,10.5
1,1.46,75,24,8.3,7.5
1,2.92,166,263,17.55,13.5
3,3.26,43,163,15.8,13.5
1,2.64,65,225,16.933333333333334,12.5
1,2.7,74,238,9.966666666666667,10.5
1,0.47,74,74,2.95,4.0
1,1.1,75,262,4.616666666666666,5.5
6,1.89,33,106,10.9,9.0
1,0.93,74,42,5.883333333333334,6.0
4,1.3,74,42,5.283333333333333,6.5
1,1.63,41,152,17.583333333333332,12.0
1,0.94,43,236,5.716666666666667,6.0
1,2.42,74,263,15.066666666666666,12.0
1,1.28,41,41,8.333333333333334,7.5
1,1.27,7,223,9.933333333333334,8.0
1,2.1,166,116,10.833333333333334,9.5
1,1.52,42,168,8.35,7.5
1,2.33,43,142,10.883333333333333,10.0
1,0.94,41,42,5.716666666666667,6.0
1,2.33,65,61,16.466666666666665,12.5
1,2.67,75,163,21.95,15.0
1,3.44,7,145,17.5,14.5
1,1.8,75,236,20.033333333333335,13.0
1,2.28,152,74,16.233333333333334,12.0
1,0.83,121,28,5.566666666666666,6.0
1,1.1,7,7,4.833333333333333,5.5
1,1.01,225,225,6.016666666666667,6.0
1,1.31,75,75,10.466666666666667,8.0
2,1.47,41,41,11.316666666666666,9.0
1,1.71,42,41,8.35,8.5
1,9.9,7,130,46.53333333333333,37.0
1,3.18,97,62,19.15,14.5
1,1.14,166,42,9.883333333333333,7.5
2,4.68,42,141,25.916666666666668,19.0
2,16.44,39,197,80.98333333333333,60.5
1,0.98,95,95,5.016666666666667,5.5
1,1.73,75,42,9.316666666666666,8.5
1,0.83,75,43,4.583333333333333,5.5
1,1.4,74,41,7.066666666666666,7.5
1,2.86,7,112,13.266666666666667,12.0
1,3.1,56,260,18.766666666666666,13.5
5,0.57,95,95,5.85,5.5
1,1.44,75,141,8.533333333333333,7.5
1,2.4,74,238,20.316666666666666,14.0
1,0.2,61,17,2.3333333333333335,3.5
1,17.7,74,132,32.88333333333333,52.0
1,1.67,74,75,8.25,7.5
1,1.59,74,75,6.933333333333334,7.0
1,13.12,213,142,48.8,44.5
5,16.91,197,212,89.05,66.0
1,7.74,41,148,21.8,24.5
1,3.54,74,140,28.633333333333333,19.0
1,1.01,65,40,4.116666666666666,5.0
5,1.55,129,129,11.583333333333334,9.5
1,2.36,74,151,14.833333333333334,12.0
1,7.0,244,48,17.15,22.0
2,1.9,77,76,17.483333333333334,12.0
1,1.1,42,116,8.4,6.5
1,1.6,75,74,9.966666666666667,8.5
1,0.2,75,43,2.783333333333333,3.5
2,0.22,129,129,1.2,3.0
2,5.81,97,14,36.25,24.0
1,3.82,244,151,21.883333333333333,16.5
1,1.62,74,75,6.983333333333333,7.0
1,1.51,82,83,8.883333333333333,8.0
1,3.67,106,61,32.43333333333333,21.5
1,4.29,95,173,13.566666666666666,15.5
1,7.34,119,74,38.55,32.0
1,1.19,41,166,10.35,8.5
1,6.13,74,164,19.566666666666666,20.0
1,2.75,226,129,18.433333333333334,13.5
1,6.04,152,100,19.45,20.0
1,0.93,193,179,4.9,5.5
1,1.1,75,75,10.25,8.0
1,2.0,74,24,15.516666666666667,11.5
1,1.9,106,257,6.966666666666667,8.5
6,0.07,42,42,0.4166666666666667,2.5
1,5.29,43,4,18.133333333333333,17.5
1,9.3,33,161,35.1,30.5
1,2.1,97,40,14.433333333333334,11.0
1,1.98,41,75,15.45,11.0
1,0.08,63,63,19.216666666666665,12.0
2,2.05,95,197,12.7,10.0
1,1.32,74,41,9.116666666666667,8.0
1,2.75,41,168,20.033333333333335,14.0
3,1.47,95,134,9.733333333333333,8.0
1,31.94,265,127,65.66666666666667,94.0
1,1.87,95,28,7.333333333333333,8.5
1,1.5,75,74,9.05,8.0
1,1.81,75,166,12.033333333333333,9.5
1,12.12,130,256,30.583333333333332,35.0
1,0.65,74,75,2.5,4.0
1,3.66,82,129,22.5,17.0
1,1.03,75,43,3.5,5.0
1,3.13,74,140,15.366666666666667,13.0
1,2.98,74,244,31.166666666666668,19.0
1,3.9,65,225,21.133333333333333,16.5
1,18.8,166,132,62.11666666666667,56.0
1,2.83,95,102,14.016666666666667,12.0
1,0.87,41,42,6.1,6.0
1,2.74,166,142,16.45,13.0
1,1.54,74,75,13.633333333333333,10.0
2,2.2,75,239,16.4,11.5
1,1.1,65,33,13.866666666666667,9.5
1,23.82,34,5,44.06666666666667,66.5
1,3.53,97,257,16.616666666666667,14.0
1,4.89,95,130,21.416666666666668,18.5
1,6.03,24,107,34.9,24.5
1,3.5,74,163,17.383333333333333,14.5
1,1.11,41,42,7.85,7.0
2,2.74,74,236,10.133333333333333,10.5
1,1.6,52,33,12.283333333333333,10.0
1,4.7,25,177,23.3,19.0
1,1.13,82,83,6.7,6.5
1,5.38,152,194,54.65,35.5
1,2.7,97,195,14.85,11.5
2,1.18,152,41,6.033333333333333,6.0
1,0.93,75,74,3.9833333333333334,5.0
1,7.95,97,108,34.43333333333333,30.0
1,0.94,75,74,5.7,6.0
1,4.83,168,212,21.25,16.0
1,3.17,74,239,14.166666666666666,12.5
1,12.58,19,197,94.95,65.0
1,10.86,93,137,19.25,80.0
1,7.58,42,174,20.483333333333334,23.5
1,1.16,42,116,7.75,7.0
5,1.29,134,197,8.666666666666666,7.5
1,1.53,43,43,6.666666666666667,7.0
1,1.66,74,236,6.7,7.5
1,1.15,75,262,6.966666666666667,6.5
1,1.91,41,238,12.2,10.0
1,1.5,264,264,9.85,8.5
1,1.2,74,168,4.733333333333333,6.0
1,18.65,14,5,118.1,92.5
1,1.95,25,61,10.466666666666667,9.5
1,1.15,260,82,7.833333333333333,7.0
1,1.77,75,263,9.05,8.5
1,14.24,223,132,39.666666666666664,41.0
1,6.22,80,162,22.833333333333332,22.0
1,1.84,74,151,12.233333333333333,10.0
1,1.91,75,42,5.483333333333333,7.0
1,1.55,116,152,14.383333333333333,11.0
1,2.15,41,263,10.066666666666666,9.5
1,0.55,75,263,1.4833333333333334,3.5
1,1.46,74,75,7.5,7.0
1,1.9,92,171,10.2,9.0
1,1.1,75,74,4.033333333333333,5.5
1,5.39,130,132,13.133333333333333,18.0
1,2.64,167,116,21.85,15.0
2,9.06,16,213,69.61666666666666,50.5
1,1.45,74,75,11.5,9.0
1,2.63,41,159,15.383333333333333,12.0
1,6.29,41,158,26.55,24.5
1,4.49,236,113,23.716666666666665,18.0
1,1.58,181,181,8.333333333333334,8.0
1,0.95,74,263,4.983333333333333,5.5
1,2.38,74,262,13.0,11.0
1,4.29,196,7,21.366666666666667,18.0
1,1.21,74,74,9.966666666666667,8.0
2,3.26,69,69,25.166666666666668,20.0
1,0.65,116,42,6.5,6.0
1,13.16,25,42,53.31666666666667,48.5
1,1.9,41,159,8.9,8.5
1,1.41,130,130,8.516666666666667,7.5
1,2.55,69,94,11.616666666666667,10.5
1,2.18,75,237,11.233333333333333,9.5
1,0.75,41,74,6.216666666666667,10.0
1,6.12,92,223,17.066666666666666,20.0
1,1.45,41,75,9.683333333333334,8.5
1,7.44,7,171,19.883333333333333,23.0
1,1.07,82,129,8.133333333333333,7.0
1,0.33,7,7,5.483333333333333,5.0
1,1.8,74,236,9.666666666666666,8.5
1,1.5,49,17,9.316666666666666,8.0
1,3.4,95,157,13.066666666666666,13.0
2,4.4,41,162,20.666666666666668,17.0
1,3.71,74,239,13.983333333333333,13.5
1,0.43,265,265,7.7,6.5
1,5.3,95,171,15.75,17.5
1,1.63,74,236,12.65,9.5
1,1.63,74,75,7.7,8.0
2,1.45,41,42,5.966666666666667,6.5
5,1.76,82,129,15.166666666666666,11.0
1,6.6,166,170,31.95,26.0
1,1.31,74,75,4.1,6.0
1,1.66,95,196,9.366666666666667,8.5
1,1.98,75,140,7.616666666666666,8.0
1,0.82,95,95,4.3,5.0
1,0.92,173,129,5.716666666666667,5.5
1,0.6,75,236,3.216666666666667,4.0
1,0.69,95,95,8.15,6.5
1,20.02,256,86,32.233333333333334,53.5
1,1.05,75,74,3.9,5.5
2,2.68,75,42,13.0,11.0
2,3.93,93,95,11.7,13.5
1,11.8,255,216,26.066666666666666,34.5
1,4.56,74,244,20.7,18.5
5,1.55,7,223,8.933333333333334,7.5
1,20.33,10,231,46.516666666666666,56.5
1,0.68,42,247,5.516666666666667,5.5
1,2.53,33,87,10.016666666666667,10.0
1,8.03,14,55,23.833333333333332,26.0
1,2.94,74,236,18.25,14.0
1,0.5,42,42,2.5833333333333335,4.0
1,5.1,116,236,14.533333333333333,17.0
1,0.76,152,41,6.933333333333334,6.0
1,1.58,75,262,10.983333333333333,8.5
1,3.9,65,114,19.383333333333333,15.5
1,1.41,43,151,7.65,7.5
1,2.78,75,152,15.1,12.5
1,25.89,39,20,85.75,85.0
1,0.63,41,166,4.716666666666667,5.0
1,2.3,95,28,9.316666666666666,9.5
1,3.2,129,7,14.433333333333334,13.0
1,2.96,41,237,15.15,13.0
1,0.51,33,52,2.9833333333333334,4.0
1,1.22,74,168,7.566666666666666,7.0
1,2.03,74,263,7.966666666666667,8.5
1,0.53,42,42,3.55,4.5
1,2.6,7,129,10.5,11.0
1,2.01,75,237,13.0,11.0
1,5.97,74,74,22.733333333333334,21.0
1,1.49,75,74,7.95,7.5
1,4.41,215,191,14.333333333333334,15.0
1,1.85,42,24,12.25,10.0
1,10.6,197,117,36.166666666666664,34.5
1,1.72,74,166,11.816666666666666,9.5
1,0.8,152,41,4.133333333333334,5.0
1,1.94,74,236,7.533333333333333,8.0
1,4.31,202,237,21.55,17.5
2,1.12,196,82,10.383333333333333,8.0
1,2.17,145,7,12.016666666666667,10.5
1,9.12,80,63,85.86666666666666,50.5
1,2.43,74,263,13.966666666666667,11.5
1,11.46,80,238,45.083333333333336,40.5
5,1.72,116,244,9.966666666666667,9.0
1,1.6,41,42,8.133333333333333,8.0
1,1.11,260,7,6.55,6.5
1,1.3,75,74,8.5,7.5
1,1.41,75,74,6.383333333333334,6.5
2,4.88,250,18,13.1,16.0
1,1.52,82,260,4.966666666666667,6.5
1,2.2,82,82,14.416666666666666,11.0
1,8.3,74,242,27.5,28.0
1,0.81,42,41,4.983333333333333,5.5
1,0.96,52,54,8.05,6.5
1,0.76,129,82,10.5,7.5
1,5.18,97,37,13.2,16.5
1,1.0,74,42,6.083333333333333,6.0
1,1.2,196,95,4.983333333333333,6.0
1,2.42,74,42,13.7,12.0
1,3.68,97,79,20.166666666666668,16.0
1,1.57,75,166,8.433333333333334,8.0
6,4.24,75,170,18.733333333333334,17.0
1,1.67,41,238,7.583333333333333,7.5
1,7.0,75,158,20.283333333333335,23.0
1,1.7,74,75,9.266666666666667,8.5
1,1.41,41,42,9.566666666666666,8.0
1,1.21,82,82,8.466666666666667,7.0
1,1.15,74,166,7.8,7.0
1,2.41,129,226,14.716666666666667,11.5
6,2.12,43,237,15.516666666666667,11.5
1,0.89,181,181,8.05,6.5
1,0.94,82,260,8.683333333333334,7.5
1,5.38,74,18,11.966666666666667,17.5
1,0.84,7,7,6.716666666666667,5.5
2,17.16,193,61,76.11666666666666,64.5
1,2.1,95,82,12.816666666666666,11.0
1,3.63,97,37,23.2,17.0
2,0.62,7,179,4.566666666666666,5.0
1,3.63,43,100,13.8,13.0
1,1.41,74,43,5.25,6.5
1,2.74,243,136,16.3,13.5
1,1.4,166,75,9.25,8.0
1,3.1,61,89,22.366666666666667,16.0
1,0.9,74,41,6.0,6.0
1,8.77,93,112,20.433333333333334,40.0
1,5.76,56,63,23.05,20.5
1,23.21,119,265,70.9,70.0
2,5.96,167,32,17.266666666666666,20.0
1,4.28,41,100,20.95,16.5
1,2.1,65,181,12.3,10.0
1,1.74,65,49,12.266666666666667,9.5
1,22.58,29,75,62.06666666666667,68.0
1,0.53,134,28,3.5,12.0
1,1.93,74,263,8.95,9.0
1,1.19,25,66,7.6,6.5
1,2.45,116,74,15.95,12.5
1,1.47,24,238,6.833333333333333,7.0
1,3.48,130,216,26.95,17.5
1,1.61,196,56,9.2,8.0
1,2.26,92,171,12.4,10.5
1,1.68,74,263,9.583333333333334,8.5
1,1.28,42,74,6.416666666666667,6.5
1,4.68,43,68,19.183333333333334,17.0
1,1.3,188,61,9.583333333333334,8.0
2,2.76,41,239,14.133333333333333,12.0
1,1.39,75,74,4.166666666666667,6.0
1,1.67,75,166,13.3,10.5
1,6.2,25,77,23.116666666666667,21.0
1,12.54,82,133,22.033333333333335,35.0
1,1.29,167,159,11.316666666666666,8.5
1,2.24,74,152,17.65,12.5
1,3.3,65,61,24.5,17.0
1,1.27,74,75,6.633333333333334,6.5
2,1.7,75,262,14.3,10.5
1,8.01,75,182,27.216666666666665,26.5
1,1.68,74,24,10.25,9.0
1,12.84,130,17,37.31666666666667,38.0
1,15.32,235,197,45.95,45.5
1,4.13,243,20,29.966666666666665,15.0
1,1.41,174,81,7.4,7.5
1,3.5,7,129,20.366666666666667,15.0
1,0.51,243,244,4.35,5.0
1,1.23,75,74,5.9,6.0
1,2.0,75,140,13.033333333333333,10.5
1,3.23,74,237,23.633333333333333,16.5
1,6.74,255,50,29.883333333333333,25.0
2,0.98,65,25,8.666666666666666,6.5
2,14.49,226,132,32.516666666666666,70.0
1,1.04,75,263,8.233333333333333,7.0
1,2.17,159,47,11.716666666666667,10.0
1,1.13,75,263,6.683333333333334,6.5
1,2.57,41,236,16.35,12.5
1,1.62,75,74,12.066666666666666,9.5
1,1.12,248,212,6.883333333333334,8.0
1,5.87,33,137,19.266666666666666,19.5
6,3.18,75,170,18.75,14.5
1,7.43,244,140,18.666666666666668,23.0
1,24.15,23,181,79.58333333333333,80.0
1,9.4,98,35,33.88333333333333,31.5
1,4.65,166,50,12.8,15.5
1,11.78,185,69,90.41666666666667,58.0
1,2.47,74,236,9.1,9.5
1,1.7,181,97,19.766666666666666,12.5
1,2.25,181,257,13.516666666666667,11.0
1,0.8,41,41,4.033333333333333,4.5
1,4.4,41,47,32.35,14.0
1,5.04,95,138,13.35,16.0
1,0.88,41,75,4.033333333333333,5.0
6,1.89,75,141,13.983333333333333,11.0
1,3.66,74,41,26.45,19.0
1,7.96,260,144,33.43333333333333,29.0
1,12.49,130,66,21.45,80.0
1,3.43,75,48,20.816666666666666,15.5
1,0.64,75,74,3.1666666666666665,4.5
1,2.12,244,247,15.483333333333333,12.0
1,1.75,74,75,10.816666666666666,9.0
1,0.57,74,74,1.8833333333333333,4.0
1,4.09,166,243,12.516666666666667,14.0
1,0.07,244,244,1.3833333333333333,3.0
1,6.79,75,223,20.116666666666667,22.0
5,1.24,166,151,9.2,8.0
1,7.45,41,138,27.7,24.5
1,2.3,43,42,13.766666666666667,10.5
2,3.7,75,233,13.066666666666666,13.5
1,3.52,41,244,19.316666666666666,15.5
1,1.55,42,166,10.433333333333334,8.5
1,7.22,43,223,38.583333333333336,29.0
2,3.64,11,89,65.71666666666667,38.5
1,2.65,65,256,9.233333333333333,10.5
1,2.51,74,262,13.083333333333334,11.0
1,0.36,152,152,2.816666666666667,4.0
1,4.5,7,170,16.85,16.0
1,1.29,24,151,6.533333333333333,7.0
1,7.62,75,138,11.583333333333334,21.5
1,0.63,42,74,7.016666666666667,6.0
2,3.06,41,244,26.883333333333333,17.5
1,15.32,35,152,76.91666666666667,57.0
1,0.5,74,74,5.233333333333333,5.0
1,1.14,7,146,5.116666666666666,6.0
1,1.7,7,223,8.5,8.0
1,2.03,82,260,7.633333333333334,8.5
1,3.01,47,159,14.8,15.0
1,11.45,75,184,46.75,37.5
1,1.12,74,41,9.183333333333334,7.5
1,0.53,41,42,1.75,3.5
1,4.7,152,142,12.2,16.0
1,1.31,41,166,6.483333333333333,7.0
6,2.61,42,166,15.366666666666667,13.0
1,3.11,244,247,19.433333333333334,14.5
1,0.95,130,215,5.25,5.5
1,9.01,74,51,43.95,36.0
1,8.44,74,174,17.45,24.5
1,28.88,262,265,78.0,84.5
1,0.98,116,42,5.666666666666667,6.0
1,7.61,42,107,18.183333333333334,23.5
1,1.46,75,262,11.5,9.0
5,2.4,75,142,12.683333333333334,11.0
1,1.52,75,263,9.533333333333333,8.5
1,2.49,75,166,12.1,10.5
1,5.5,153,152,29.133333333333333,22.0
1,2.98,189,35,18.55,13.5
1,1.72,17,97,12.233333333333333,9.5
1,0.84,75,236,9.066666666666666,7.0
1,8.74,42,113,37.11666666666667,31.5
1,1.61,74,166,9.916666666666666,8.5
1,1.16,75,41,3.8833333333333333,5.5
1,3.33,62,40,18.566666666666666,14.0
2,4.79,166,164,19.466666666666665,17.5
1,6.08,223,107,48.333333333333336,31.0
3,5.13,244,239,15.583333333333334,18.0
5,2.03,244,41,10.566666666666666,9.5
1,2.21,116,151,11.35,10.5
1,8.16,18,74,33.6,31.5
1,1.46,75,263,8.166666666666666,7.5
1,1.27,41,151,4.9,6.0
1,4.39,75,100,21.6,17.5
1,2.27,244,166,9.05,9.0
1,4.56,65,89,27.833333333333332,20.0
1,1.0,82,56,6.4,6.0
1,2.75,166,244,13.6,11.0
1,0.87,75,74,6.683333333333334,6.5
1,6.4,196,129,13.866666666666667,19.5
1,2.72,244,166,11.566666666666666,11.5
1,2.04,43,163,11.233333333333333,9.5
1,1.79,74,74,14.983333333333333,11.0
2,11.59,197,255,32.53333333333333,36.5
1,0.77,226,226,5.0,5.5
1,2.72,74,244,17.233333333333334,13.0
1,0.34,41,41,1.85,3.5
1,5.15,24,243,22.083333333333332,20.0
1,2.23,43,161,7.566666666666666,8.5
2,8.46,213,16,26.866666666666667,27.0
1,9.04,41,231,26.65,29.0
1,4.7,244,238,16.416666666666668,17.5
2,1.9,25,189,20.383333333333333,13.5
2,1.55,179,223,8.033333333333333,15.0
1,1.31,43,262,6.516666666666667,6.5
1,0.75,52,25,7.066666666666666,6.0
1,1.49,75,168,4.666666666666667,6.5
1,5.1,244,75,13.75,17.0
1,3.98,43,164,17.583333333333332,15.5
1,0.7,41,41,2.85,4.5
1,8.18,263,261,17.6,24.5
5,2.29,75,74,8.983333333333333,9.0
1,1.15,7,179,7.083333333333333,6.5
1,0.78,196,95,4.766666666666667,5.0
1,1.43,82,95,9.283333333333333,8.0
1,3.5,260,223,13.1,13.0
1,4.34,74,229,12.0,15.0
1,1.42,95,28,6.433333333333334,7.0
1,1.42,43,263,7.616666666666666,7.0
1,9.89,244,138,35.15,31.0
2,2.36,70,129,20.866666666666667,14.0
1,2.23,75,239,14.666666666666666,11.5
1,11.32,75,181,53.63333333333333,39.5
1,11.04,95,68,40.983333333333334,37.5
1,3.52,74,140,15.75,13.5
1,1.78,41,151,8.9,10.0
1,1.19,74,74,13.55,10.0
1,0.48,97,97,12.983333333333333,4.5
5,1.24,75,74,5.816666666666666,6.5
1,3.4,74,239,13.116666666666667,12.0
1,1.24,95,95,11.45,9.0
1,3.75,7,112,15.3,14.0
1,0.72,74,75,4.133333333333334,5.0
1,0.7,33,52,6.966666666666667,6.0
6,4.94,43,244,13.0,16.5
5,1.33,75,238,10.15,8.5
1,0.59,41,41,5.3,5.0
1,4.46,41,194,17.1,15.5
1,1.98,74,24,15.85,12.0
1,1.67,42,41,8.333333333333334,8.5
1,19.26,169,197,55.983333333333334,61.0
2,1.84,82,7,14.75,11.0
5,2.84,82,157,16.366666666666667,12.5
2,2.39,41,239,11.866666666666667,11.0
2,0.92,134,28,4.1,5.0
1,3.36,95,197,22.6,15.5
1,5.55,17,113,23.383333333333333,20.0
1,22.48,182,130,72.36666666666666,76.5
1,1.09,65,97,8.766666666666667,7.5
1,2.07,74,116,13.866666666666667,11.0
1,1.4,75,74,6.9,7.0
1,4.12,7,236,19.483333333333334,17.0
1,0.05,72,72,0.31666666666666665,20.0
1,1.82,41,239,10.55,9.0
1,21.26,197,124,61.18333333333333,63.5
1,0.8,74,42,7.25,6.0
1,2.0,134,121,9.183333333333334,8.5
1,4.73,66,79,17.266666666666666,17.0
1,1.99,74,151,7.683333333333334,8.0
1,4.6,24,237,34.75,24.0
1,10.56,74,184,29.466666666666665,34.0
6,1.34,74,75,9.05,7.5
2,1.02,74,75,5.333333333333333,8.0
5,1.98,75,166,14.55,11.0
1,0.1,226,226,0.5166666666666667,2.5
1,1.36,41,74,9.433333333333334,8.0
6,2.06,166,239,11.683333333333334,10.0
1,2.39,74,262,13.333333333333334,11.0
1,1.83,75,239,9.166666666666666,8.5
1,2.29,74,238,9.183333333333334,9.0
1,0.54,74,74,1.7666666666666666,3.5
1,3.63,43,164,19.35,15.5
1,0.87,7,7,4.8,5.5
1,1.81,74,263,8.25,8.0
1,2.92,74,238,9.25,10.5
1,3.0,25,148,18.533333333333335,14.5
1,1.09,75,263,9.2,7.5
1,1.58,95,160,6.316666666666666,7.0
1,5.14,75,137,19.216666666666665,18.5
1,2.9,74,237,26.483333333333334,17.5
1,2.56,226,223,16.216666666666665,12.5
1,2.59,41,263,16.133333333333333,12.5
1,3.69,75,50,19.633333333333333,15.5
1,1.12,43,238,3.9166666666666665,5.5
1,0.71,75,75,5.266666666666667,5.5
1,0.39,236,75,5.783333333333333,5.0
1,0.86,33,52,4.983333333333333,5.0
1,3.04,97,62,16.15,13.0
1,0.7,74,74,8.933333333333334,7.0
1,2.0,65,189,17.6,12.0
1,3.28,74,244,16.65,14.0
1,9.8,116,114,25.666666666666668,30.0
1,2.73,49,255,14.416666666666666,11.5
1,15.9,213,197,41.55,50.5
5,0.19,130,130,5.233333333333333,5.0
1,5.26,74,143,22.283333333333335,20.0
1,1.66,42,74,18.283333333333335,12.0
1,1.57,75,141,8.016666666666667,7.5
6,2.27,41,75,9.5,9.0
1,1.64,75,151,11.25,9.0
1,2.5,74,262,12.933333333333334,11.0
1,1.45,74,42,9.516666666666667,8.5
1,5.03,95,121,26.2,24.3
1,1.81,42,244,7.9,8.5
1,3.34,166,48,16.616666666666667,14.5
1,4.07,75,170,26.8,18.5
1,0.39,42,42,2.183333333333333,3.5
1,1.4,49,97,22.766666666666666,14.5
1,1.29,66,97,7.116666666666666,7.0
1,1.01,52,40,8.233333333333333,7.0
1,1.49,41,74,10.2,8.5
1,0.79,41,74,9.316666666666666,7.0
1,1.53,75,74,7.433333333333334,7.5
1,2.56,244,41,14.616666666666667,12.0
1,5.49,244,239,14.716666666666667,17.5
1,1.33,74,42,10.016666666666667,8.0
3,0.32,260,82,3.816666666666667,4.0
1,1.05,236,236,5.9,6.0
1,7.23,95,132,29.466666666666665,24.5
1,0.21,54,54,0.05,25.0
1,5.04,244,239,18.333333333333332,18.5
5,9.83,260,130,18.35,28.5
1,1.61,244,152,9.016666666666667,8.5
1,0.88,41,75,5.533333333333333,5.5
1,3.0,77,61,20.966666666666665,15.0
1,0.74,41,74,3.9,5.0
1,2.09,82,223,5.4,8.5
1,1.4,41,42,7.033333333333333,7.0
1,2.6,75,166,14.05,12.0
1,0.58,41,41,3.933333333333333,4.5
1,4.27,33,112,18.033333333333335,16.0
1,5.55,41,243,28.716666666666665,22.5
1,0.77,129,83,4.1,5.0
2,1.63,116,166,8.866666666666667,8.5
1,1.08,41,74,9.85,7.5
1,1.04,74,42,7.566666666666666,6.5
1,3.24,7,229,16.166666666666668,14.0
1,1.4,42,41,9.783333333333333,8.5
1,0.78,255,112,3.3666666666666667,4.5
1,1.1,74,42,6.066666666666666,6.0
1,14.03,213,238,61.86666666666667,49.0
1,29.07,221,14,44.583333333333336,77.5
1,2.3,166,244,12.95,11.0
1,1.22,42,74,6.583333333333333,6.5
1,0.58,41,74,4.1,4.5
1,2.22,7,202,10.366666666666667,9.5
1,1.82,43,237,7.266666666666667,8.0
1,4.45,62,255,29.766666666666666,21.5
1,10.06,130,35,45.93333333333333,39.0
1,1.14,74,74,5.316666666666666,6.0
1,2.02,95,135,13.583333333333334,10.5
1,2.31,74,236,7.966666666666667,8.5
6,3.11,75,116,20.35,15.0
1,1.7,74,42,11.616666666666667,9.0
1,2.15,74,151,13.916666666666666,11.5
1,4.63,83,138,11.033333333333333,15.0
1,0.45,42,42,5.583333333333333,5.0
6,1.27,43,238,4.75,6.0
1,1.3,236,238,6.033333333333333,6.5
1,5.02,33,68,21.533333333333335,18.5
1,9.35,75,217,28.4,31.0
1,0.86,24,41,6.033333333333333,6.0
1,19.46,75,76,53.63333333333333,55.0
1,0.97,75,236,3.8,5.5
1,1.54,75,262,8.066666666666666,7.5
1,3.8,74,244,18.783333333333335,15.0
1,1.07,41,116,5.6,6.0
1,0.47,166,41,4.466666666666667,5.0
1,0.84,179,179,4.133333333333334,5.0
1,1.3,75,236,5.883333333333334,6.5
1,1.9,65,49,13.866666666666667,10.5
1,2.93,244,42,11.4,11.5
1,1.7,61,17,6.683333333333334,7.5
5,2.01,82,157,9.8,9.0
1,2.53,74,244,17.366666666666667,13.0
6,1.84,75,42,9.6,8.5
1,2.22,74,141,6.05,8.0
1,1.6,97,181,11.8,9.5
1,0.98,74,42,7.75,7.0
1,3.62,97,255,20.0,15.5
1,0.76,42,42,7.6,6.5
1,0.72,42,74,6.133333333333334,5.5
1,4.71,166,243,9.766666666666667,15.0
1,3.54,134,216,9.666666666666666,12.0
1,1.1,166,151,6.533333333333333,6.5
1,1.34,75,238,13.55,10.0
5,0.63,43,236,2.8,4.0
2,11.4,82,205,37.03333333333333,36.0
1,2.3,74,151,12.7,10.5
1,3.78,97,61,31.583333333333332,21.0
1,0.29,82,82,3.0833333333333335,4.0
1,20.92,39,168,63.2,65.0
6,5.78,41,18,38.53333333333333,26.0
2,0.54,75,236,3.6333333333333333,4.5
1,7.22,75,127,38.233333333333334,28.5
1,4.22,127,235,27.116666666666667,19.0
5,3.0,185,248,6.266666666666667,10.0
1,1.5,75,74,5.883333333333334,6.5
1,8.31,41,138,19.483333333333334,24.5
1,1.76,74,75,8.933333333333334,8.0
1,1.9,74,263,11.4,9.5
1,1.74,41,41,13.433333333333334,10.5
2,1.32,95,134,4.683333333333334,6.0
1,0.64,74,41,3.8,4.5
1,0.71,236,236,4.183333333333334,5.0
1,2.2,24,236,11.833333333333334,10.5
1,1.18,43,43,5.15,6.0
1,1.37,74,152,9.2,8.0
1,6.83,41,90,26.733333333333334,24.5
1,13.58,97,197,36.733333333333334,42.5
6,2.19,75,74,16.7,8.5
1,1.26,42,42,9.033333333333333,7.5
1,0.08,74,74,0.5666666666666667,2.5
1,0.65,74,74,5.833333333333333,5.5
1,1.99,65,148,8.433333333333334,8.5
1,2.5,74,263,8.166666666666666,9.0
1,1.66,196,95,8.966666666666667,8.0
1,1.19,43,238,4.533333333333333,5.5
1,6.3,52,228,18.716666666666665,20.0
1,0.93,42,152,5.433333333333334,10.0
1,1.67,179,223,8.7,8.0
1,14.02,7,64,27.55,40.0
1,1.76,181,189,12.65,9.5
1,0.5,82,82,3.5,4.5
1,5.3,82,193,17.0,18.5
5,2.52,74,151,13.816666666666666,11.5
1,3.0,74,238,14.116666666666667,12.5
1,2.95,74,239,13.35,12.0
1,2.6,49,80,20.0,14.5
1,0.65,166,24,5.833333333333333,5.5
1,0.98,74,74,4.85,5.5
1,1.36,244,116,9.15,8.0
1,0.27,145,145,3.033333333333333,4.0
1,2.05,43,239,11.45,10.0
1,0.53,33,33,3.75,4.5
1,0.78,42,41,6.3,5.5
1,2.41,75,141,22.2,14.0
1,1.03,42,42,6.55,6.5
1,6.47,65,145,22.55,22.0
1,2.22,25,61,12.5,10.0
1,30.5,155,74,68.26666666666667,84.0
